,0,1,2,3,4,5,Next
881,7H,9C,3H,7C,,,
882,KS,QC,7D,,,,
883,8H,10S,JC,,,,
884,3H,8C,2C,3S,6D,,
885,10S,3S,9H,,,,
886,9D,3H,10C,,,,
887,2D,7D,10D,,,,
888,6H,9S,10S,,,,
889,7H,8H,KS,,,,
890,8D,KH,9D,,,,
891,10D,9H,KC,,,,
892,3S,5H,10H,,,,
893,10H,2C,4C,AH,10D,,
894,4H,4C,2D,8D,QC,,
895,5C,AS,7S,9C,,,
896,9C,JH,2H,,,,
897,7S,AD,7H,5D,5H,,
898,3D,2C,QC,2S,,,
899,8H,JC,8D,,,,
900,JH,8D,2S,3H,,,
901,5H,8S,QD,,,,
902,8C,2H,4C,,,,
903,2H,3C,7S,2S,9D,,
904,5D,4S,8C,AD,,,
905,AC,AD,8C,,,,
906,AH,8D,8H,JD,,,
907,AD,6H,9H,6D,,,
908,KD,10D,6S,,,,
909,4D,AC,9C,8S,,,
910,QS,2D,8S,3D,,,
911,AD,9D,3C,,,,
912,9C,10D,7H,,,,
913,2S,AS,KC,QD,,,
914,JC,8S,JD,,,,
915,6C,8D,10H,,,,
916,10C,5D,8S,,,,
917,AH,3D,KD,,,,
918,9H,10D,10H,,,,
919,AH,3H,JH,JD,,,
920,QH,5C,QD,,,,
921,10H,KC,8D,,,,
922,QC,9S,AC,,,,
923,4H,AH,AD,KD,JD,,
924,5D,JH,6S,,,,
925,3S,4S,KS,,,,
926,JD,6S,3S,,,,
927,2S,7H,3S,6D,4D,,
928,2D,AH,9D,,,,
929,4C,AS,8H,2S,4H,,
930,9C,3S,QS,,,,
931,KH,10H,4D,,,,
932,9D,8C,6C,,,,
933,8H,4D,AH,3D,KC,,
934,3S,KD,3C,,,,
935,6C,9H,3H,KD,,,
936,4C,7H,6D,,,,
937,KH,9D,5C,,,,
938,AS,3H,3S,,,,
939,8D,5S,5C,8C,,,
940,3D,2H,5H,10H,,,
941,10C,5C,JC,,,,
942,4C,3D,5D,,,,
943,5S,2D,KH,,,,
944,9D,AD,9H,,,,
945,4H,8C,3S,,,,
946,7H,7C,5D,7S,,,
947,QD,JH,10C,,,,
948,6S,AD,8C,KC,,,
949,4C,10D,7C,,,,
950,KH,QS,9C,,,,
951,10C,3D,3C,4D,3H,,
952,4C,KH,4H,7S,,,
953,QS,3S,4H,,,,
954,7S,AC,4S,KH,,,
955,KS,8C,6S,,,,
956,QC,3C,QS,,,,
957,AH,8H,JS,,,,
958,3C,8D,3S,6C,,,
959,8S,9H,9D,,,,
960,KH,9C,AC,,,,
961,5D,QC,8D,,,,
962,8S,6D,QD,,,,
963,QH,JC,9C,,,,
964,8C,QC,AS,,,,
965,QC,QH,8C,,,,
966,JH,9D,8C,,,,
967,5S,4S,7S,,,,
968,AC,7H,QC,8D,,,
969,4S,6C,3H,3S,JC,,
970,8S,8H,7D,,,,
971,10S,5S,JD,,,,
972,KS,4H,5D,8S,,,
973,5S,7H,10C,,,,
974,3H,6C,KS,,,,
975,8C,2D,KH,4D,,,
976,JH,AC,6S,8D,,,
977,4S,5S,KH,7H,,,
978,9C,3D,10C,,,,
979,8H,3C,KD,,,,
980,6S,5H,4D,,,,
981,8S,10D,3D,,,,
982,QC,7C,KD,,,,
983,5D,9C,8C,,,,
984,AS,5C,5H,8D,,,
985,QH,KH,JS,,,,
986,6C,KS,10S,,,,
987,10H,4D,3S,,,,
988,4D,7D,5D,,,,
989,7H,KS,JH,,,,
990,9C,JS,AD,8H,,,
991,5C,QH,3S,6C,,,
992,KH,4C,4D,,,,
993,QD,5S,8H,,,,
994,6D,2D,AD,,,,
995,6H,JD,8H,,,,
996,6H,3C,KD,,,,
997,6H,4S,JS,3H,,,
998,5H,AH,KH,9S,,,
999,QS,8S,KC,,,,
1000,QS,7S,10D,,,,
1001,5S,9S,10S,,,,
1002,5H,8D,4H,8C,,,
1003,4D,10S,8H,,,,
1004,AC,9H,10H,8S,,,
1005,6D,7C,9C,,,,
1006,AC,5S,6H,QH,,,
1007,5S,JS,6D,,,,
1008,5C,JS,3C,2S,5H,,
1009,QD,2H,5D,,,,
1010,3S,8H,QH,,,,
1011,9D,JH,6S,,,,
1012,5S,3S,6C,5C,3H,,
1013,QS,QD,2H,,,,
1014,9D,3C,6D,,,,
1015,3H,4C,7D,,,,
1016,5H,KC,AS,,,,
1017,4D,2S,9H,QS,,,
1018,JC,9D,4S,,,,
1019,KD,7H,2C,6C,,,
1020,AC,2S,9S,,,,
1021,4S,2S,2H,6C,,,
1022,5D,JC,6S,,,,
1023,7C,4C,9C,,,,
1024,9C,6D,7S,,,,
1025,QD,JC,2S,,,,
1026,3D,AS,7C,7D,2D,4H,
1027,KH,5H,2D,6D,,,
1028,3S,4H,7S,QS,,,
1029,8D,4H,QH,,,,
1030,3D,AS,QS,,,,
1031,7D,2C,9D,,,,
1032,QH,KS,QS,,,,
1033,10C,7D,JH,,,,
1034,9D,10D,QC,,,,
1035,AH,2H,JC,,,,
1036,10D,2H,6C,8D,,,
1037,4S,2D,10H,,,,
1038,QD,5D,6D,,,,
1039,QS,10S,3H,,,,
1040,KS,KC,2S,,,,
1041,5D,7S,9D,,,,
1042,10C,2D,QS,,,,
1043,7C,2S,AH,4S,JH,,
1044,8S,10C,7S,,,,
1045,6C,8H,AC,,,,
1046,4C,10C,QH,,,,
1047,5C,10H,QH,,,,
1048,5H,7H,10C,,,,
1049,9D,10H,4H,,,,
1050,2H,9D,JS,,,,
1051,3H,8C,7D,,,,
1052,KD,3H,3D,3S,QS,,
1053,8C,10S,QH,,,,
1054,8S,QC,10H,,,,
1055,4H,8H,9H,,,,
1056,2D,4D,9C,3H,10S,,
1057,3S,5D,2D,7D,,,
1058,AS,4C,JH,,,,
1059,KD,JD,AD,,,,
1060,8S,3D,AD,,,,
1061,KD,3H,QH,,,,
1062,JH,KC,QH,,,,
1063,3D,8S,AC,9S,,,
1064,10D,3C,5D,5S,,,
1065,6H,QC,4C,AD,,,
1066,6C,6H,5H,5S,,,
1067,5S,AC,3H,QH,,,
1068,7H,9C,KH,,,,
1069,6S,10C,3H,10D,,,
1070,9S,4S,2S,,,,
1071,8D,5S,6H,AS,,,
1072,6H,2S,9C,8S,,,
1073,AS,AH,2C,10H,2D,7D,
1074,2C,AC,8S,9S,6H,,
1075,9D,2D,6H,4S,,,
1076,3C,5D,5C,3H,,,
1077,6C,QC,7C,,,,
1078,AD,JD,2C,7C,KD,,
1079,4C,4D,10H,,,,
1080,7H,7C,JS,,,,
1081,2S,JD,7H,4D,,,
1082,7C,6D,3D,10D,,,
1083,7S,6S,10D,,,,
1084,4C,5H,AD,7C,,,
1085,2H,JC,QH,,,,
1086,7C,AC,JS,3H,,,
1087,4D,9D,AD,3S,KH,,
1088,9S,5D,KS,,,,
1089,7D,3C,7C,AH,4D,,
1090,AS,5H,KS,,,,
1091,KC,AS,7H,,,,
1092,4D,2D,3S,QH,AC,,
1093,5D,JC,4D,,,,
1094,9C,3C,3D,,,,
1095,5H,JS,JD,,,,
1096,5S,5D,QC,,,,
1097,AC,9D,7C,AH,5D,,
1098,9D,6C,2S,,,,
1099,JH,10S,5H,,,,
1100,AC,5S,4H,3S,,,
1101,9S,7D,10D,,,,
1102,9S,2H,QH,,,,
1103,KC,4S,QH,,,,
1104,JC,9D,9S,,,,
1105,8D,8H,6H,,,,
1106,8S,KH,10D,,,,
1107,9C,2D,JH,,,,
1108,8D,2H,JC,,,,
1109,AD,8H,JH,,,,
1110,5S,4S,KD,,,,
1111,10S,6D,AD,KD,,,
1112,8H,4D,7S,QH,,,
1113,8H,10C,3D,,,,
1114,6S,JC,4C,,,,
1115,2C,QS,KS,,,,
1116,JH,10S,QS,,,,
1117,KD,JH,AH,,,,
1118,6S,4S,QC,,,,
1119,QS,10S,9D,,,,
1120,5D,AS,10D,9C,,,
1121,AD,7H,2S,,,,
1122,2D,5S,10D,JC,,,
1123,5C,10S,AS,,,,
1124,6S,7C,7H,9S,,,
1125,10H,KH,KC,,,,
1126,2C,8D,KD,6C,,,
1127,QD,3S,10H,,,,
1128,3S,7C,KC,9C,,,
1129,8H,3D,KD,,,,
1130,10H,AH,JH,,,,
1131,5C,2S,4C,,,,
1132,AS,6H,JH,2D,9D,,
1133,9H,10D,4S,,,,
1134,7H,QS,8D,,,,
1135,2H,5C,5H,3D,7C,,
1136,6S,AC,3D,10C,AH,,
1137,7D,10H,QH,,,,
1138,2C,9S,9H,6D,,,
1139,5S,9H,7C,,,,
1140,3S,5H,JS,KH,,,
1141,6D,4S,QH,5C,,,
1142,10H,9H,3D,,,,
1143,2D,AC,3S,JD,KD,,
1144,5S,8H,6C,,,,
1145,6D,JS,6S,,,,
1146,6D,7C,5D,7H,,,
1147,9D,6C,5S,AC,,,
1148,JD,9H,3S,,,,
1149,7S,KS,9H,,,,
1150,4S,9C,4C,6S,,,
1151,KC,6C,2H,4D,,,
1152,8C,KD,4H,,,,
1153,9D,KS,2S,,,,
1154,9C,10C,JS,,,,
1155,10C,QH,5H,,,,
1156,KS,2D,4D,9C,,,
1157,3H,4C,QH,6C,,,
1158,10H,5D,2S,,,,
1159,3H,9S,AH,,,,
1160,3S,5S,3H,6C,,,
1161,4D,5C,KC,,,,
1162,3D,6C,7S,4C,,,
1163,9D,QS,AD,6H,,,
1164,JD,AC,2D,7S,,,
1165,JD,2H,2S,7C,,,
1166,7D,8S,QC,,,,
1167,KD,JC,5H,,,,
1168,2S,4D,8C,10D,,,
1169,KD,4D,JD,,,,
1170,JS,3H,6S,9D,,,
1171,6S,5C,KC,,,,
1172,8C,2C,AS,3H,,,
1173,4H,9S,9C,,,,
1174,KH,KD,2D,,,,
1175,10C,5H,3D,5D,,,
1176,AH,10S,4H,2D,,,
1177,AS,9S,3H,2H,10S,,
1178,7C,2S,AS,5C,,,
1179,4C,10C,9D,,,,
1180,8D,7S,6D,,,,
1181,AD,2C,JC,,,,
1182,6D,JS,KS,,,,
1183,2D,8H,2H,5D,9D,,
1184,2S,QH,8D,,,,
1185,8H,QH,5C,,,,
1186,AD,5H,9H,,,,
1187,6S,JD,AS,,,,
1188,9H,5S,10D,,,,
1189,6D,8D,10D,,,,
1190,KS,8D,9H,,,,
1191,6C,QH,4H,,,,
1192,4D,KS,10D,,,,
1193,4S,JD,4D,,,,
1194,QD,6H,6D,,,,
1195,10C,4H,3H,2S,,,
1196,3S,10H,JD,,,,
1197,7C,2S,10C,2H,,,
1198,2S,9C,KH,,,,
1199,10C,3C,7D,,,,
1200,4D,QH,JS,,,,
1201,4H,JD,KC,,,,
1202,5C,2S,7C,9S,,,
1203,8H,QS,9C,,,,
1204,9D,9S,6H,,,,
1205,10H,QC,QD,,,,
1206,5H,8S,4H,QS,,,
1207,JD,2H,9D,,,,
1208,KD,AH,10D,,,,
1209,7C,JC,8C,,,,
1210,KC,5C,4S,QD,,,
1211,4H,AC,2C,KD,,,
1212,QD,QS,JH,,,,
1213,QD,5H,2C,QC,,,
1214,9D,3D,JH,,,,
1215,8C,3H,10H,,,,
1216,10S,7D,3H,,,,
1217,6S,10C,QC,,,,
1218,5S,8H,KC,,,,
1219,4S,JD,5S,6S,,,
1220,JC,5H,10H,,,,
1221,3H,AC,KS,,,,
1222,5H,6S,10S,,,,
1223,9D,4H,2D,,,,
1224,2S,JD,KS,,,,
1225,9S,7D,3D,3S,,,
1226,QC,6D,3S,7H,,,
1227,6H,JH,AH,,,,
1228,10C,3D,AS,JD,,,
1229,KD,7D,7C,,,,
1230,2S,4C,9S,AD,10C,,
1231,3D,2H,3H,QH,JH,,
1232,9D,4D,AH,,,,
1233,QS,JC,7D,,,,
1234,4C,KH,JH,,,,
1235,7H,KS,7C,,,,
1236,6D,8S,10C,,,,
1237,9H,8D,JD,,,,
1238,10D,6C,KH,,,,
1239,QS,5C,8C,,,,
1240,8C,9D,8S,,,,
1241,3D,4H,6S,,,,
1242,KS,6D,7S,,,,
1243,JD,2C,3H,,,,
1244,10D,5C,QD,,,,
1245,10H,8H,9S,,,,
1246,9S,2H,7S,,,,
1247,KC,4D,8C,,,,
1248,5C,JS,4D,7D,,,
1249,2D,5C,AS,AH,5H,,
1250,8S,3H,QS,,,,
1251,8D,7D,QC,,,,
1252,10C,3D,JS,,,,
1253,10C,3C,3S,7C,,,
1254,AH,AS,2D,5C,AD,,
1255,5S,5H,8H,10D,,,
1256,8C,KD,2H,5C,,,
1257,9H,JH,JC,,,,
1258,4D,QS,3H,JD,,,
1259,JS,10S,9H,,,,
1260,8C,10S,KS,,,,
1261,4S,6S,9S,6H,,,
1262,2H,4S,5S,,,,
1263,10D,6S,9D,,,,
1264,QD,5H,4D,QC,,,
1265,5H,4C,AH,7C,6C,,
1266,8D,3H,JC,,,,
1267,2H,QC,AH,8D,,,
1268,KC,QS,JS,,,,
1269,KD,4C,4H,,,,
1270,10D,3H,4H,8C,,,
1271,7H,8H,KD,,,,
1272,7S,7C,7H,,,,
1273,2H,9C,10C,,,,
1274,2S,7D,3S,,,,
1275,3H,KH,4D,,,,
1276,8D,QS,6S,,,,
1277,4S,3C,10S,5H,,,
1278,9H,2S,5C,,,,
1279,9S,2D,KS,,,,
1280,8H,5S,QH,,,,
1281,5D,5S,9D,,,,
1282,8H,6C,7C,,,,
1283,5H,6C,4D,,,,
1284,4H,3C,6H,5D,AH,,
1285,10D,10H,9H,,,,
1286,AC,4H,4C,KD,4S,,
1287,4S,KD,KS,,,,
1288,JS,6C,AC,8C,,,
1289,4S,AD,QS,9C,,,
1290,QS,AS,AH,3S,,,
1291,7S,7H,5D,,,,
1292,QS,7C,3H,6S,,,
1293,AD,10D,10H,,,,
1294,3H,10D,8D,,,,
1295,9C,5D,KC,,,,
1296,6H,3S,KC,10H,,,
1297,QD,9C,3D,,,,
1298,7H,KS,3S,,,,
1299,2H,AS,AC,KC,2C,6D,
1300,7D,3C,QC,4D,,,
1301,4S,8C,9D,,,,
1302,3S,6H,QC,,,,
1303,JH,JC,QS,,,,
1304,4S,10H,QD,,,,
1305,6S,7H,4S,,,,
1306,5S,JS,4H,5C,,,
1307,QD,2C,JD,,,,
1308,2D,3H,4H,,,,
1309,8C,2D,7S,5C,,,
1310,5H,QH,AD,10C,,,
1311,4H,JH,10S,,,,
1312,KC,9C,7D,,,,
1313,QS,5H,AC,5S,,,
1314,6C,2D,JS,7H,,,
1315,7H,10C,10D,,,,
1316,4S,AD,JS,,,,
1317,10D,9S,JH,,,,
1318,JC,JS,2D,,,,
1319,KD,JD,AD,,,,
1320,2C,KH,JD,,,,
1321,10C,9S,8D,,,,
1322,KH,JH,4D,,,,
1323,10H,7D,AD,5H,,,
1324,5C,7C,AC,,,,
1325,9S,JD,10C,,,,
1326,7C,AC,5D,JH,,,
1327,9S,AD,8D,,,,
1328,QC,5S,10S,,,,
1329,5D,4D,5S,,,,
1330,9D,QC,AD,10H,,,
1331,KS,5D,3H,JC,,,
1332,KH,QH,QD,,,,
1333,JD,7D,KH,,,,
1334,4S,AH,QS,,,,
1335,8C,2H,3H,10H,,,
1336,6H,JC,JS,,,,
1337,2S,QH,AS,,,,
1338,2C,JC,3D,8C,,,
1339,9H,AC,JH,5H,,,
1340,5S,7C,9H,,,,
1341,3C,10C,9S,,,,
1342,2H,JH,AD,3S,9H,,
1343,QD,AC,KS,,,,
1344,6C,2C,3H,,,,
1345,5H,4C,7H,QD,,,
1346,9H,2H,9D,,,,
1347,10H,8D,AD,KC,,,
1348,4C,10S,3S,2H,KC,,
1349,JH,10S,5C,,,,
1350,4D,AC,9H,9S,,,
1351,9H,7H,2C,7S,,,
1352,6D,7S,AD,,,,
1353,3H,QC,3D,JC,,,
1354,KH,QH,8D,,,,
1355,9C,6C,6H,,,,
1356,KS,QD,AS,,,,
1357,7D,10H,AC,AD,,,
1358,4D,7D,10C,,,,
1359,9H,QH,QD,,,,
1360,QD,JH,3D,,,,
1361,7D,KS,5C,,,,
1362,9C,9S,AS,,,,
1363,5H,6S,JS,,,,
1364,QS,4C,AD,7S,,,
1365,3D,4H,6C,JH,,,
1366,AS,4S,9S,,,,
1367,2C,QC,7D,2S,,,
1368,2D,3H,KH,5D,,,
1369,8H,AD,JH,AH,QC,,
1370,4C,4S,KS,,,,
1371,2H,5H,AS,,,,
1372,3C,JC,5D,5S,,,
1373,3D,6S,2D,6D,,,
1374,8D,3H,JH,,,,
1375,2S,6C,QD,,,,
1376,7S,7H,9S,,,,
1377,10H,6S,3S,QS,,,
1378,KH,QD,10S,,,,
1379,7D,JC,QD,,,,
1380,6C,5C,8C,9C,,,
1381,6S,9S,KD,,,,
1382,9S,8D,9D,,,,
1383,7H,10D,AC,AS,4D,,
1384,4D,5H,QH,AC,,,
1385,5H,9S,JS,,,,
1386,QC,JS,QD,,,,
1387,4D,3C,KC,2D,,,
1388,AD,KC,10C,,,,
1389,7H,8D,6H,,,,
1390,10D,8D,9D,,,,
1391,6H,JH,KS,,,,
1392,AH,4S,10D,,,,
1393,3S,10C,8C,,,,
1394,10D,QH,3C,,,,
1395,5C,5D,8D,,,,
1396,10D,2D,7D,,,,
1397,AS,AC,10H,,,,
1398,2D,JD,6C,,,,
1399,9S,AS,5S,,,,
1400,9H,10D,6D,,,,
1401,8C,9C,7C,,,,
1402,2D,9C,6C,4D,,,
1403,10H,5H,3H,AD,9C,,
1404,QD,6C,QC,,,,
1405,QH,10D,3D,,,,
1406,2H,7H,JH,2D,,,
1407,9H,KC,5H,,,,
1408,7D,AH,10D,8S,,,
1409,2H,3D,AD,QS,6S,,
1410,9C,4H,7S,5H,,,
1411,10D,KC,JH,,,,
1412,QD,2S,AD,9C,,,
1413,8S,2H,4H,,,,
1414,5D,9S,3H,JS,,,
1415,2C,9H,5H,,,,
1416,9S,2H,8C,,,,
1417,AD,JC,KH,,,,
1418,9S,4S,8S,,,,
1419,JD,KH,6S,,,,
1420,10D,8H,8C,,,,
1421,8D,5H,10S,,,,
1422,5S,AC,8S,,,,
1423,KD,4D,JD,,,,
1424,5H,QS,4H,,,,
1425,JC,JS,KD,,,,
1426,8D,3S,AC,,,,
1427,JH,JD,3D,,,,
1428,KS,7D,8H,,,,
1429,4C,AC,QS,6H,,,
1430,2C,7H,JS,5C,,,
1431,5D,10S,JS,,,,
1432,5H,4D,7C,AD,3D,10C,
1433,AD,5H,2H,10D,,,
1434,AC,9H,AH,QS,,,
1435,AS,9H,6D,AD,QC,,
1436,2S,3S,9C,10D,,,
1437,8H,10S,3H,,,,
1438,4C,8D,7H,,,,
1439,6H,10D,2H,3S,,,
1440,10D,AH,KS,,,,
1441,9H,8C,9S,,,,
1442,5S,JH,10D,,,,
1443,5H,3D,JD,AH,AD,QD,
1444,JH,7S,10C,,,,
1445,8S,5S,JH,,,,
1446,9S,3C,5C,,,,
1447,6C,KS,9S,,,,
1448,JD,3S,AD,QS,,,
1449,3H,8C,2C,,,,
1450,8D,3C,8H,10S,,,
1451,4D,6S,5D,10C,,,
1452,JH,7D,JS,,,,
1453,7H,2C,4D,,,,
1454,KS,QC,2D,,,,
1455,3S,8D,6S,,,,
1456,KS,10H,4S,,,,
1457,6H,9H,8S,,,,
1458,AC,JD,6S,9D,,,
1459,8S,4C,2C,,,,
1460,KD,5C,9S,,,,
1461,9C,4D,KS,,,,
1462,5S,7C,8S,,,,
1463,8D,8S,3C,JD,,,
1464,9S,2D,JH,,,,
1465,JD,6H,KH,,,,
1466,5H,2H,3D,,,,
1467,3D,4D,KH,,,,
1468,10D,2H,KC,,,,
1469,5C,4C,6H,,,,
1470,AC,JC,8S,9H,,,
1471,JD,KD,6D,,,,
1472,2C,8S,JC,9D,,,
1473,5S,4H,8C,10D,,,
1474,8S,7D,AH,JH,,,
1475,7H,4D,QC,,,,
1476,6C,QC,4H,8S,,,
1477,9D,3D,5S,8C,,,
1478,5C,AH,4D,3C,5H,KH,
1479,2C,3H,AC,KC,4S,9H,
1480,KH,10D,JC,,,,
1481,4H,6H,10H,,,,
1482,7S,2H,4H,KS,,,
1483,6H,3H,KH,JH,,,
1484,10S,3C,10C,,,,
1485,AS,10D,AH,QH,,,
1486,QH,KH,AS,,,,
1487,JC,QD,5H,,,,
1488,7H,KH,AD,,,,
1489,2S,JS,3D,8H,,,
1490,3H,9D,10C,,,,
1491,KD,2H,3D,,,,
1492,8D,2H,2S,5C,4H,,
1493,7D,2D,8S,KC,,,
1494,KC,8H,9D,,,,
1495,4H,4S,5C,AH,KC,,
1496,6D,KH,JD,,,,
1497,2H,8D,AH,JC,,,
1498,7D,7C,AC,QS,,,
1499,8C,4C,8H,3S,,,
1500,QC,2D,QD,,,,
1501,6S,5S,AH,9S,,,
1502,KC,3H,KD,,,,
1503,2C,QD,6C,KH,,,
1504,2C,6C,JD,,,,
1505,JH,7C,7S,,,,
1506,7S,2C,KH,,,,
1507,KS,10H,8H,,,,
1508,9D,10H,7H,,,,
1509,JS,7D,2H,QH,,,
1510,7C,2S,9C,5C,,,
1511,KS,KC,QS,,,,
1512,2C,JC,5H,,,,
1513,6D,QD,5H,,,,
1514,AS,5C,5D,,,,
1515,5S,KH,4C,,,,
1516,KD,JH,6D,,,,
1517,5D,AD,AS,10S,KC,,
1518,3C,5S,3D,,,,
1519,KC,10D,9H,,,,
1520,5D,JD,2C,10C,,,
1521,5S,2S,10S,3C,,,
1522,JC,3H,JD,,,,
1523,9D,10H,JC,,,,
1524,9D,10D,3S,,,,
1525,4S,8D,8S,JS,,,
1526,9H,3S,2D,10D,,,
1527,6D,9D,9S,,,,
1528,9C,4H,6D,3H,,,
1529,3C,9C,AS,KC,,,
1530,10C,AD,4H,10D,,,
1531,JC,5C,JS,,,,
1532,3C,10D,JD,,,,
1533,JC,4C,3S,KC,,,
1534,8H,6H,3C,3S,,,
1535,2H,2S,QD,,,,
1536,6D,6S,9S,,,,
1537,4D,2S,7C,,,,
1538,10S,3H,4S,8S,,,
1539,9C,10S,QC,,,,
1540,8C,4D,2H,AC,,,
1541,4D,5D,7H,AC,5C,,
1542,9D,10H,JS,,,,
1543,9C,8D,10H,,,,
1544,8C,10D,9S,,,,
1545,3D,9C,7S,,,,
1546,AH,6H,AS,JH,KH,,
1547,6H,8S,QC,,,,
1548,4C,QS,10C,,,,
1549,4H,3H,5S,,,,
1550,KS,QS,KD,,,,
1551,2S,7C,4C,2H,,,
1552,AD,KS,KH,,,,
1553,AS,4C,4D,,,,
1554,7D,9D,4D,,,,
1555,QH,5D,6S,,,,
1556,2S,KS,8H,,,,
1557,8H,AC,QS,,,,
1558,6C,8S,JS,,,,
1559,10S,5D,3S,QH,,,
1560,10D,7C,2C,2S,,,
1561,JS,7S,7H,,,,
1562,JH,QS,JC,,,,
1563,4D,7D,3S,JD,,,
1564,9D,3C,QS,,,,
1565,JD,JC,AD,,,,
1566,KD,8C,9C,,,,
1567,QD,9C,AS,5D,,,
1568,4C,4H,9H,,,,
1569,9C,8S,8C,,,,
1570,JS,JC,6C,,,,
1571,10S,3S,8S,,,,
1572,AS,4D,2H,AC,10S,3S,
1573,10S,7S,7H,,,,
1574,10H,JC,KC,,,,
1575,3H,5S,AC,9S,7C,,
1576,3S,AH,KD,,,,
1577,2H,8S,9S,,,,
1578,3H,7D,5D,,,,
1579,QS,7H,9C,,,,
1580,10S,5H,4D,QS,,,
1581,9D,5D,QC,,,,
1582,8D,4H,10H,,,,
1583,4D,4H,5C,,,,
1584,2S,QD,10C,,,,
1585,8C,QH,6D,,,,
1586,QS,KS,7S,,,,
1587,6D,10S,9D,,,,
1588,3S,2D,AD,,,,
1589,5H,6D,5C,7H,,,
1590,JC,2C,2S,9H,,,
1591,2C,10S,JC,,,,
1592,9S,10H,KH,,,,
1593,6H,QH,4S,9H,,,
1594,4H,JS,2C,AS,,,
1595,AC,AH,3D,6C,QH,,
1596,6D,7H,8D,,,,
1597,KD,9S,6C,,,,
1598,AS,AD,10H,JS,,,
1599,5H,AH,7H,8C,,,
1600,QD,5S,QS,,,,
1601,5H,JH,4S,3H,,,
1602,3D,AH,2C,10C,6H,,
1603,8C,5D,AS,8H,,,
1604,JD,AC,7S,,,,
1605,10S,2S,QC,,,,
1606,4D,AS,10H,4S,3C,,
1607,KD,KS,KC,,,,
1608,KC,2D,9C,,,,
1609,8H,3D,6D,3H,,,
1610,10S,5D,JH,,,,
1611,7H,KD,4H,,,,
1612,AH,4D,8S,,,,
1613,AH,3S,AD,,,,
1614,8S,7C,8D,,,,
1615,6H,AC,2H,6S,4S,,
1616,2S,5S,JD,,,,
1617,3S,8D,6S,QC,,,
1618,7S,8H,10C,,,,
1619,6C,7D,5C,,,,
1620,6S,8C,2S,KC,,,
1621,5S,KH,3H,,,,
1622,KC,7D,9S,,,,
1623,6H,6S,9C,,,,
1624,9S,KH,AD,,,,
1625,8C,2H,8S,10C,,,
1626,4S,9H,AC,7S,,,
1627,9H,KC,7C,,,,
1628,QC,2C,8H,,,,
1629,5D,6S,8S,,,,
1630,6S,6D,AC,AD,,,
1631,6S,4S,10H,KC,,,
1632,2S,7C,6H,JH,,,
1633,QC,KC,8S,,,,
1634,6D,QH,3H,,,,
1635,KS,5H,8D,,,,
1636,10D,AS,9D,JD,,,
1637,3H,6H,10C,,,,
1638,7D,JD,3D,6D,,,
1639,10S,6H,8H,,,,
1640,7C,10D,AD,,,,
1641,10D,QS,6S,,,,
1642,9S,4D,6C,2H,,,
1643,9D,6C,4D,,,,
1644,4C,5C,10S,,,,
1645,9S,2H,8D,KH,,,
1646,9H,3H,5D,AS,8S,,
1647,2S,9S,KD,,,,
1648,3H,QS,3D,,,,
1649,KC,5D,8H,,,,
1650,6C,3H,7S,,,,
1651,KD,4H,JH,,,,
1652,4S,6D,3H,,,,
1653,AC,4S,2S,6C,,,
1654,QC,10H,5H,,,,
1655,9C,7C,6H,,,,
1656,JH,4D,KC,,,,
1657,9S,8H,5H,,,,
1658,JD,4S,2D,9S,,,
1659,KS,4D,9S,,,,
1660,KS,JD,9H,,,,
1661,QD,AC,AD,10C,,,
1662,KD,7H,AS,8D,,,
1663,4S,AC,7C,6H,4H,,
1664,KH,4D,JS,,,,
1665,7H,KH,7D,,,,
1666,8S,5C,AC,2H,JS,,
1667,7D,QD,JS,,,,
1668,10D,4S,JH,,,,
1669,6S,7S,4S,JD,,,
1670,JH,QS,AH,,,,
1671,7S,9H,9S,,,,
1672,2H,KH,7S,,,,
1673,9S,3D,QC,,,,
1674,AD,QD,AC,2H,7C,,
1675,2C,9H,7S,6H,,,
1676,6C,5C,JH,,,,
1677,9H,6S,3C,,,,
1678,8C,10C,3S,,,,
1679,9D,JH,5H,,,,
1680,10C,5C,4H,AC,,,
1681,QH,QS,9C,,,,
1682,7D,10D,4C,,,,
1683,10C,2D,KH,,,,
1684,10S,8H,JC,,,,
1685,3H,4C,5H,,,,
1686,JD,5S,KS,,,,
1687,AH,8H,5D,6S,KC,,
1688,4S,QD,KS,,,,
1689,10S,8S,5S,,,,
1690,8H,QH,6D,,,,
1691,4S,8D,5C,,,,
1692,8D,8S,7C,,,,
1693,3S,10D,AH,3D,,,
1694,KD,5D,3D,7H,,,
1695,3H,JD,7S,,,,
1696,5C,JS,9D,,,,
1697,6C,JD,3D,8C,,,
1698,KC,KD,QH,,,,
1699,4S,7S,JD,,,,
1700,3S,8H,3D,,,,
1701,10C,9D,3S,,,,
1702,JS,KH,10S,,,,
1703,9S,10D,JH,,,,
1704,9C,KD,4S,,,,
1705,7S,3S,2H,,,,
1706,2S,7D,5H,AD,,,
1707,10H,4C,9H,,,,
1708,4S,3D,3S,10C,2D,,
1709,6D,6S,6C,10C,,,
1710,4D,3C,QD,KH,,,
1711,4S,JS,6C,,,,
1712,2D,2C,KH,4D,,,
1713,JD,2C,AD,,,,
1714,2S,5C,6D,QD,,,
1715,AS,7H,3C,,,,
1716,AC,10S,3C,,,,
