,Card0,Card1,Card2,Card3,Card4,Card5,H/S,W/L,Answer,Final,P_Score,D_Score
426,5H,3D,,,,,1.0,1.0,1.0,0.0,14,12
427,5H,3D,6D,,,,0.0,0.0,1.0,1.0,14,21
428,4S,2S,,,,,1.0,1.0,1.0,0.0,13,17
429,4S,2S,7H,,,,1.0,0.0,0.0,1.0,23,17
430,AD,5C,,,,,1.0,1.0,1.0,0.0,16,6
431,AD,5C,JS,,,,1.0,1.0,1.0,0.0,19,6
432,AD,5C,JS,3C,,,0.0,1.0,0.0,1.0,19,6
433,2D,5H,,,,,0.0,0.0,1.0,1.0,7,12
434,4D,10S,,,,,0.0,0.0,1.0,1.0,14,20
435,5C,7D,,,,,0.0,0.0,1.0,1.0,12,13
436,5C,6H,,,,,0.0,0.0,1.0,1.0,11,14
437,4D,8C,,,,,1.0,1.0,1.0,0.0,15,18
438,4D,8C,3S,,,,0.0,0.0,1.0,1.0,15,18
439,8H,AD,,,,,0.0,1.0,0.0,1.0,19,24
440,4S,2H,,,,,0.0,0.0,1.0,1.0,6,15
441,KD,6S,,,,,0.0,1.0,0.0,1.0,16,26
442,5H,8H,,,,,1.0,0.0,0.0,1.0,23,13
443,KC,10C,,,,,1.0,1.0,1.0,0.0,21,20
444,JS,7D,,,,,0.0,0.0,1.0,1.0,17,20
445,JS,6C,,,,,0.0,1.0,0.0,1.0,16,8
446,2C,QS,,,,,0.0,0.0,1.0,1.0,12,13
447,3C,JC,,,,,1.0,1.0,1.0,0.0,18,20
448,3C,JC,5D,,,,1.0,0.0,0.0,1.0,28,20
449,5S,QD,,,,,0.0,0.0,1.0,1.0,15,19
450,2H,9H,,,,,1.0,1.0,1.0,0.0,21,12
451,2C,3C,,,,,1.0,1.0,1.0,0.0,15,10
452,2C,3C,QC,,,,0.0,0.0,1.0,1.0,15,20
453,AH,2H,,,,,0.0,1.0,0.0,1.0,13,22
454,5C,10C,,,,,0.0,1.0,0.0,1.0,15,14
455,KS,4S,,,,,1.0,0.0,0.0,1.0,23,17
456,7H,4D,,,,,1.0,1.0,1.0,0.0,14,12
457,7H,4D,3H,,,,0.0,1.0,0.0,1.0,14,22
458,KS,2H,,,,,0.0,1.0,0.0,1.0,12,11
459,AC,4D,,,,,1.0,1.0,1.0,0.0,11,11
460,7S,KH,,,,,0.0,0.0,1.0,1.0,17,21
461,3C,3H,,,,,1.0,1.0,1.0,0.0,16,20
462,3C,3H,KC,,,,0.0,1.0,0.0,1.0,16,25
463,10S,7C,,,,,0.0,1.0,0.0,1.0,17,29
464,3D,5C,,,,,0.0,0.0,1.0,1.0,8,13
465,2C,QD,,,,,1.0,1.0,1.0,0.0,17,15
466,2C,QD,5D,,,,1.0,0.0,0.0,1.0,27,15
467,6D,8S,,,,,0.0,1.0,0.0,1.0,14,23
468,4C,8C,,,,,0.0,1.0,0.0,1.0,12,27
469,3H,JH,,,,,1.0,1.0,1.0,0.0,19,18
470,3H,JH,6C,,,,1.0,0.0,0.0,1.0,29,18
471,4D,9C,,,,,0.0,0.0,1.0,1.0,13,19
472,5D,5C,,,,,1.0,1.0,1.0,0.0,18,12
473,5D,5C,8D,,,,0.0,1.0,0.0,1.0,18,12
474,4C,10S,,,,,1.0,0.0,0.0,1.0,24,13
475,5C,JC,,,,,1.0,0.0,0.0,1.0,25,12
476,5H,9S,,,,,0.0,1.0,0.0,1.0,14,22
477,3S,10C,,,,,1.0,0.0,0.0,1.0,23,14
478,5S,AC,,,,,1.0,1.0,1.0,0.0,9,16
479,5S,AC,3H,,,,0.0,0.0,1.0,1.0,19,17
480,4D,3C,,,,,1.0,1.0,1.0,0.0,11,11
481,4D,3C,4S,,,,1.0,1.0,1.0,0.0,13,11
482,4D,3C,4S,2D,,,0.0,1.0,0.0,1.0,13,11
483,AS,7C,,,,,0.0,1.0,0.0,1.0,18,13
484,5C,10C,,,,,1.0,0.0,0.0,1.0,25,16
485,9S,10S,,,,,1.0,0.0,0.0,1.0,28,13
486,KC,9D,,,,,0.0,1.0,0.0,1.0,19,18
487,2C,AH,,,,,0.0,0.0,1.0,1.0,13,16
488,6D,KC,,,,,1.0,0.0,0.0,1.0,23,10
489,10S,KC,,,,,0.0,1.0,0.0,1.0,20,18
490,3C,QD,,,,,0.0,0.0,1.0,1.0,13,14
491,6D,9H,,,,,1.0,1.0,1.0,0.0,18,15
492,6D,9H,3H,,,,0.0,1.0,0.0,1.0,18,30
493,3H,8D,,,,,1.0,1.0,1.0,0.0,14,17
494,3H,8D,3D,,,,1.0,1.0,1.0,0.0,15,17
495,3H,8D,3D,AD,,,1.0,0.0,0.0,1.0,23,17
496,7C,2D,,,,,0.0,1.0,0.0,1.0,9,30
497,3H,2C,,,,,1.0,1.0,1.0,0.0,15,17
498,3H,2C,JC,,,,1.0,0.0,0.0,1.0,24,17
499,JS,6D,,,,,0.0,1.0,0.0,1.0,16,12
500,9S,QH,,,,,0.0,1.0,0.0,1.0,19,7
501,JD,10S,,,,,0.0,1.0,0.0,1.0,20,11
502,8S,9H,,,,,0.0,1.0,0.0,1.0,17,23
503,4H,6H,,,,,1.0,1.0,1.0,0.0,11,18
504,3D,6S,,,,,1.0,1.0,1.0,0.0,17,20
505,3D,6S,8C,,,,0.0,0.0,1.0,1.0,17,21
506,7S,10D,,,,,1.0,0.0,0.0,1.0,27,21
507,7D,QD,,,,,0.0,1.0,0.0,1.0,17,11
508,9C,5S,,,,,0.0,1.0,0.0,1.0,14,24
509,9D,8H,,,,,1.0,0.0,0.0,1.0,27,6
510,9D,10C,,,,,1.0,0.0,0.0,1.0,26,20
511,10S,5D,,,,,0.0,1.0,0.0,1.0,15,25
512,QC,6C,,,,,0.0,1.0,0.0,1.0,16,23
513,9H,2C,,,,,0.0,0.0,1.0,1.0,11,12
514,QS,JC,,,,,1.0,0.0,0.0,1.0,25,19
515,KH,2S,,,,,0.0,1.0,0.0,1.0,12,22
516,9S,6S,,,,,1.0,0.0,0.0,1.0,25,18
517,10S,4C,,,,,0.0,0.0,1.0,1.0,14,15
518,6S,5S,,,,,1.0,1.0,1.0,0.0,21,5
519,JD,6D,,,,,1.0,1.0,1.0,0.0,17,20
520,JD,6D,AH,,,,1.0,0.0,0.0,1.0,27,20
521,5S,8D,,,,,0.0,1.0,0.0,1.0,13,7
522,2H,9H,,,,,0.0,1.0,0.0,1.0,11,27
523,8C,8D,,,,,1.0,0.0,0.0,1.0,26,20
524,KS,7S,,,,,1.0,0.0,0.0,1.0,27,13
525,5D,9D,,,,,1.0,1.0,1.0,0.0,17,13
526,5D,9D,3D,,,,1.0,1.0,1.0,0.0,21,13
527,2H,5H,,,,,1.0,1.0,1.0,0.0,17,12
528,2H,5H,10H,,,,1.0,0.0,0.0,1.0,23,12
529,QS,9C,,,,,1.0,1.0,1.0,0.0,21,11
530,QH,4C,,,,,0.0,0.0,1.0,1.0,14,18
531,AS,9H,,,,,1.0,1.0,1.0,0.0,14,9
532,AS,9H,4C,,,,1.0,0.0,0.0,1.0,24,9
533,4D,5C,,,,,0.0,0.0,1.0,1.0,9,20
534,JH,7H,,,,,0.0,0.0,1.0,1.0,17,18
535,AH,8D,,,,,0.0,1.0,0.0,1.0,19,22
536,AD,2H,,,,,1.0,1.0,1.0,0.0,5,11
537,AD,2H,2S,,,,0.0,0.0,1.0,1.0,15,21
538,5S,7C,,,,,0.0,1.0,0.0,1.0,12,30
539,QD,JH,,,,,0.0,1.0,0.0,1.0,20,8
540,5D,9D,,,,,0.0,0.0,1.0,1.0,14,18
541,8H,KH,,,,,0.0,0.0,1.0,1.0,18,19
542,KS,KD,,,,,0.0,1.0,0.0,1.0,20,14
543,8S,8H,,,,,1.0,1.0,1.0,0.0,19,11
544,8S,8H,3H,,,,1.0,0.0,0.0,1.0,24,21
545,QD,8H,,,,,0.0,0.0,1.0,1.0,18,21
546,3C,KS,,,,,1.0,1.0,1.0,0.0,17,19
547,3C,KS,4D,,,,0.0,1.0,0.0,1.0,17,22
548,JC,2S,,,,,0.0,0.0,1.0,1.0,12,18
549,8H,6H,,,,,1.0,1.0,1.0,0.0,17,20
550,8H,6H,3C,,,,1.0,0.0,0.0,1.0,23,20
551,8H,9C,,,,,1.0,0.0,0.0,1.0,26,8
552,KS,6S,,,,,1.0,1.0,1.0,0.0,19,6
553,KS,6S,3D,,,,1.0,0.0,0.0,1.0,29,6
554,9H,2C,,,,,1.0,1.0,1.0,0.0,21,12
555,4D,7S,,,,,0.0,1.0,0.0,1.0,11,23
556,2S,AC,,,,,0.0,1.0,0.0,1.0,13,12
557,AC,AD,,,,,0.0,1.0,0.0,1.0,12,26
558,9H,5S,,,,,1.0,1.0,1.0,0.0,17,9
559,9H,5S,3S,,,,0.0,0.0,1.0,1.0,17,19
560,9D,AS,,,,,0.0,1.0,0.0,1.0,20,20
561,9S,9H,,,,,0.0,1.0,0.0,1.0,18,11
562,10H,4C,,,,,0.0,0.0,1.0,1.0,14,18
563,QD,2H,,,,,1.0,1.0,1.0,0.0,18,11
564,QD,2H,6H,,,,0.0,0.0,1.0,1.0,18,21
565,JS,10C,,,,,0.0,1.0,0.0,1.0,20,16
566,8C,AD,,,,,1.0,1.0,1.0,0.0,11,12
567,4S,3H,,,,,1.0,1.0,1.0,0.0,14,8
568,4S,3H,7D,,,,0.0,1.0,0.0,1.0,14,8
569,6D,AD,,,,,1.0,1.0,1.0,0.0,12,20
570,6D,AD,5C,,,,0.0,1.0,0.0,1.0,12,30
571,6H,9D,,,,,0.0,1.0,0.0,1.0,15,23
572,QS,QH,,,,,0.0,1.0,0.0,1.0,20,18
573,QD,6C,,,,,1.0,1.0,1.0,0.0,19,11
574,QD,6C,3C,,,,1.0,0.0,0.0,1.0,23,11
575,10S,10C,,,,,1.0,0.0,0.0,1.0,27,14
576,4D,3H,,,,,0.0,0.0,1.0,1.0,7,10
577,QH,QD,,,,,1.0,0.0,0.0,1.0,22,4
578,9C,6D,,,,,0.0,0.0,1.0,1.0,15,17
579,6S,6H,,,,,1.0,1.0,1.0,0.0,15,17
580,6S,6H,3S,,,,0.0,0.0,1.0,1.0,15,17
581,QD,6S,,,,,0.0,1.0,0.0,1.0,16,13
582,6H,8D,,,,,1.0,1.0,1.0,0.0,18,14
583,6H,8D,4S,,,,0.0,1.0,0.0,1.0,18,24
584,QS,8H,,,,,0.0,1.0,0.0,1.0,18,24
585,9D,JD,,,,,0.0,1.0,0.0,1.0,19,6
586,10C,QC,,,,,1.0,0.0,0.0,1.0,30,9
587,KC,6D,,,,,1.0,1.0,1.0,0.0,17,11
588,KC,6D,AH,,,,1.0,1.0,1.0,0.0,21,11
589,4S,6H,,,,,0.0,0.0,1.0,1.0,10,16
590,QC,KC,,,,,1.0,0.0,0.0,1.0,30,16
591,7H,QS,,,,,1.0,1.0,1.0,0.0,18,7
592,7H,QS,AH,,,,1.0,0.0,0.0,1.0,28,7
593,KS,QH,,,,,1.0,0.0,0.0,1.0,23,21
594,KD,4H,,,,,0.0,1.0,0.0,1.0,14,7
595,8C,AC,,,,,0.0,1.0,0.0,1.0,19,22
596,KH,6H,,,,,1.0,1.0,1.0,0.0,19,17
597,KH,6H,3C,,,,0.0,1.0,0.0,1.0,19,25
598,7H,8H,,,,,1.0,0.0,0.0,1.0,22,21
599,4C,QD,,,,,1.0,1.0,1.0,0.0,15,14
600,4C,QD,AC,,,,0.0,1.0,0.0,1.0,15,22
601,7H,10C,,,,,1.0,0.0,0.0,1.0,25,15
602,6D,9H,,,,,0.0,1.0,0.0,1.0,15,14
603,10S,2S,,,,,0.0,0.0,1.0,1.0,12,21
604,9S,2H,,,,,1.0,1.0,1.0,0.0,21,20
605,10H,4S,,,,,1.0,0.0,0.0,1.0,22,9
606,9D,7S,,,,,0.0,0.0,1.0,1.0,16,17
607,8S,5S,,,,,0.0,0.0,1.0,1.0,13,20
608,2C,10C,,,,,1.0,1.0,1.0,0.0,21,4
609,KD,JH,,,,,1.0,0.0,0.0,1.0,30,21
610,6H,JD,,,,,1.0,0.0,0.0,1.0,26,6
611,8C,4C,,,,,0.0,0.0,1.0,1.0,12,21
612,2S,7S,,,,,1.0,1.0,1.0,0.0,19,20
613,2S,7S,QD,,,,0.0,1.0,0.0,1.0,19,26
614,2D,4S,,,,,0.0,0.0,1.0,1.0,6,16
615,4H,7H,,,,,0.0,0.0,1.0,1.0,11,17
616,7C,2H,,,,,0.0,0.0,1.0,1.0,9,13
617,2D,5S,,,,,0.0,0.0,1.0,1.0,7,17
618,5S,QH,,,,,0.0,1.0,0.0,1.0,15,12
619,6H,9D,,,,,1.0,0.0,0.0,1.0,25,13
620,JH,9S,,,,,1.0,0.0,0.0,1.0,23,20
621,QH,KH,,,,,0.0,1.0,0.0,1.0,20,25
622,JD,QC,,,,,1.0,0.0,0.0,1.0,25,10
623,AH,7S,,,,,1.0,1.0,1.0,0.0,18,13
624,AH,7S,JC,,,,1.0,0.0,0.0,1.0,26,13
625,2D,6D,,,,,0.0,1.0,0.0,1.0,8,25
626,5H,2H,,,,,1.0,1.0,1.0,0.0,11,18
627,5H,2H,4S,,,,1.0,1.0,1.0,0.0,15,18
628,5H,2H,4S,4D,,,0.0,1.0,0.0,1.0,15,22
629,JS,10C,,,,,1.0,0.0,0.0,1.0,26,13
630,10D,QS,,,,,1.0,0.0,0.0,1.0,23,17
631,JC,6D,,,,,0.0,1.0,0.0,1.0,16,12
632,5C,10D,,,,,0.0,0.0,1.0,1.0,15,19
633,QC,7C,,,,,0.0,1.0,0.0,1.0,17,26
634,QH,QS,,,,,0.0,1.0,0.0,1.0,20,16
635,2H,5S,,,,,1.0,1.0,1.0,0.0,11,14
636,2H,5S,4C,,,,0.0,1.0,0.0,1.0,11,27
637,2S,8S,,,,,0.0,1.0,0.0,1.0,10,23
638,KD,6S,,,,,1.0,1.0,1.0,0.0,18,17
639,KD,6S,2S,,,,0.0,1.0,0.0,1.0,18,23
640,QD,KS,,,,,0.0,1.0,0.0,1.0,20,22
641,JD,4S,,,,,0.0,0.0,1.0,1.0,14,20
642,4S,4D,,,,,0.0,0.0,1.0,1.0,8,21
643,5S,8C,,,,,1.0,1.0,1.0,0.0,19,7
644,5S,8C,6H,,,,0.0,1.0,0.0,1.0,19,19
645,8D,2C,,,,,0.0,1.0,0.0,1.0,10,22
646,KC,3C,,,,,1.0,1.0,1.0,0.0,18,10
647,KC,3C,5H,,,,0.0,0.0,1.0,1.0,18,21
648,8H,JS,,,,,1.0,0.0,0.0,1.0,24,16
649,3H,4H,,,,,1.0,1.0,1.0,0.0,13,20
650,3H,4H,6S,,,,0.0,1.0,0.0,1.0,13,28
651,6S,KS,,,,,1.0,1.0,1.0,0.0,17,8
652,6S,KS,AD,,,,0.0,0.0,1.0,1.0,17,21
653,5H,AC,,,,,1.0,1.0,1.0,0.0,16,13
654,5H,AC,10D,,,,0.0,1.0,0.0,1.0,16,14
655,QC,8C,,,,,1.0,1.0,1.0,0.0,21,4
656,JD,KH,,,,,1.0,0.0,0.0,1.0,30,4
657,4D,10H,,,,,0.0,0.0,1.0,1.0,14,16
658,6D,6C,,,,,0.0,0.0,1.0,1.0,12,17
659,QS,6D,,,,,1.0,1.0,1.0,0.0,18,5
660,QS,6D,2S,,,,0.0,1.0,0.0,1.0,18,5
661,2H,KH,,,,,0.0,0.0,1.0,1.0,12,19
662,QH,JC,,,,,0.0,1.0,0.0,1.0,20,10
663,8S,3C,,,,,0.0,1.0,0.0,1.0,11,28
664,6C,AC,,,,,0.0,1.0,0.0,1.0,17,16
665,6D,8H,,,,,0.0,0.0,1.0,1.0,14,19
666,4C,3D,,,,,0.0,0.0,1.0,1.0,7,19
667,8S,JD,,,,,1.0,0.0,0.0,1.0,27,17
668,6C,JC,,,,,0.0,0.0,1.0,1.0,16,20
669,KD,8D,,,,,1.0,0.0,0.0,1.0,23,20
670,AH,5H,,,,,1.0,1.0,1.0,0.0,16,20
671,AH,5H,JC,,,,0.0,1.0,0.0,1.0,16,30
672,7S,QS,,,,,1.0,1.0,1.0,0.0,21,11
673,7C,5D,,,,,0.0,1.0,0.0,1.0,12,25
674,9C,KH,,,,,0.0,1.0,0.0,1.0,19,16
675,10H,7D,,,,,1.0,1.0,1.0,0.0,21,17
676,5D,KC,,,,,1.0,1.0,1.0,0.0,17,16
677,5D,KC,2S,,,,1.0,1.0,1.0,0.0,21,16
678,7H,9C,,,,,1.0,1.0,1.0,0.0,17,13
679,7H,9C,AC,,,,0.0,1.0,0.0,1.0,17,13
680,5S,3H,,,,,0.0,1.0,0.0,1.0,8,23
681,2H,8D,,,,,0.0,1.0,0.0,1.0,10,25
682,4S,JD,,,,,0.0,1.0,0.0,1.0,14,24
683,5D,9C,,,,,0.0,0.0,1.0,1.0,14,20
684,10S,4C,,,,,1.0,0.0,0.0,1.0,22,14
685,8D,3C,,,,,0.0,0.0,1.0,1.0,11,21
686,4D,4C,,,,,1.0,1.0,1.0,0.0,18,19
687,4D,4C,KC,,,,0.0,1.0,0.0,1.0,18,23
688,QS,5S,,,,,1.0,0.0,0.0,1.0,25,15
689,6S,KH,,,,,0.0,1.0,0.0,1.0,16,16
690,QC,2C,,,,,1.0,0.0,0.0,1.0,22,10
691,2D,9D,,,,,0.0,1.0,0.0,1.0,11,24
692,6S,JC,,,,,1.0,0.0,0.0,1.0,26,10
693,4H,8H,,,,,1.0,0.0,0.0,1.0,22,19
694,10H,QH,,,,,0.0,1.0,0.0,1.0,20,12
695,3C,KH,,,,,1.0,0.0,0.0,1.0,23,10
696,7D,10H,,,,,1.0,0.0,0.0,1.0,23,13
697,8H,AC,,,,,1.0,1.0,1.0,0.0,15,17
698,8H,AC,6D,,,,1.0,0.0,0.0,1.0,24,17
699,3S,4H,,,,,0.0,0.0,1.0,1.0,7,19
700,5C,5S,,,,,1.0,1.0,1.0,0.0,20,20
701,5C,5S,KD,,,,1.0,0.0,0.0,1.0,23,20
702,9C,3S,,,,,1.0,1.0,1.0,0.0,13,15
703,9C,3S,AS,,,,0.0,0.0,1.0,1.0,13,15
704,7D,2D,,,,,1.0,1.0,1.0,0.0,15,9
705,7D,2D,6H,,,,1.0,1.0,1.0,0.0,19,9
706,7D,2D,6H,4D,,,1.0,1.0,1.0,0.0,21,9
707,JS,JD,,,,,0.0,0.0,1.0,1.0,20,21
708,AD,3S,,,,,1.0,1.0,1.0,0.0,14,6
709,AD,3S,QH,,,,1.0,1.0,1.0,0.0,19,6
710,AD,3S,QH,5H,,,1.0,0.0,0.0,1.0,28,6
711,2D,AC,,,,,0.0,0.0,1.0,1.0,13,18
712,10C,KC,,,,,0.0,1.0,0.0,1.0,20,25
713,6D,7H,,,,,1.0,1.0,1.0,0.0,14,9
714,6D,7H,AD,,,,0.0,1.0,0.0,1.0,14,9
715,AS,5H,,,,,0.0,1.0,0.0,1.0,16,23
716,QC,QD,,,,,0.0,0.0,1.0,1.0,20,21
717,4H,8D,,,,,1.0,0.0,0.0,1.0,22,17
718,8H,KD,,,,,0.0,0.0,1.0,1.0,18,19
719,5S,JS,,,,,1.0,1.0,1.0,0.0,17,13
720,5S,JS,2S,,,,0.0,1.0,0.0,1.0,17,24
721,8S,10S,,,,,0.0,1.0,0.0,1.0,18,14
722,3S,AS,,,,,1.0,1.0,1.0,0.0,12,18
723,3S,AS,8S,,,,1.0,1.0,1.0,0.0,18,18
724,3S,AS,8S,6S,,,0.0,1.0,0.0,1.0,18,18
725,8H,QS,,,,,0.0,1.0,0.0,1.0,18,22
726,KH,2C,,,,,1.0,1.0,1.0,0.0,15,7
727,KH,2C,3H,,,,0.0,1.0,0.0,1.0,15,14
728,3D,KD,,,,,0.0,1.0,0.0,1.0,13,27
729,2D,KC,,,,,0.0,0.0,1.0,1.0,12,13
730,3D,8H,,,,,0.0,0.0,1.0,1.0,11,16
731,7S,JD,,,,,0.0,1.0,0.0,1.0,17,22
732,4C,5H,,,,,0.0,1.0,0.0,1.0,9,22
733,KD,8C,,,,,0.0,1.0,0.0,1.0,18,10
734,QH,10D,,,,,1.0,0.0,0.0,1.0,30,14
735,2S,JH,,,,,0.0,1.0,0.0,1.0,12,12
736,3C,10S,,,,,1.0,1.0,1.0,0.0,17,12
737,3C,10S,4S,,,,1.0,0.0,0.0,1.0,23,12
738,2S,KS,,,,,1.0,1.0,1.0,0.0,18,15
739,2S,KS,6S,,,,0.0,1.0,0.0,1.0,18,23
740,6S,QC,,,,,0.0,1.0,0.0,1.0,16,26
741,2C,10H,,,,,1.0,1.0,1.0,0.0,19,19
742,2C,10H,7D,,,,0.0,1.0,0.0,1.0,19,24
743,4C,QS,,,,,0.0,1.0,0.0,1.0,14,13
744,10H,KH,,,,,1.0,0.0,0.0,1.0,25,9
745,10D,6C,,,,,1.0,0.0,0.0,1.0,23,18
746,2S,3C,,,,,0.0,1.0,0.0,1.0,5,25
747,4S,6S,,,,,0.0,1.0,0.0,1.0,10,30
748,9H,3H,,,,,1.0,1.0,1.0,0.0,15,20
749,9H,3H,3C,,,,0.0,0.0,1.0,1.0,15,20
750,JC,7D,,,,,0.0,0.0,1.0,1.0,17,19
751,9C,2C,,,,,0.0,1.0,0.0,1.0,11,10
752,2S,5C,,,,,1.0,1.0,1.0,0.0,17,12
753,2S,5C,KD,,,,0.0,1.0,0.0,1.0,17,12
754,10H,10C,,,,,0.0,1.0,0.0,1.0,20,22
755,3D,10S,,,,,1.0,1.0,1.0,0.0,21,3
756,5S,5H,,,,,1.0,1.0,1.0,0.0,20,12
757,5S,5H,QS,,,,0.0,1.0,0.0,1.0,20,12
758,3D,4D,,,,,1.0,1.0,1.0,0.0,8,15
759,3D,4D,AD,,,,0.0,1.0,0.0,1.0,18,15
760,2H,5S,,,,,1.0,1.0,1.0,0.0,16,17
761,2H,5S,9S,,,,1.0,0.0,0.0,1.0,24,17
762,JH,9S,,,,,0.0,0.0,1.0,1.0,19,21
763,6H,9H,,,,,0.0,1.0,0.0,1.0,15,15
764,7S,JD,,,,,0.0,1.0,0.0,1.0,17,13
765,9D,8H,,,,,0.0,1.0,0.0,1.0,17,12
766,6C,9H,,,,,0.0,1.0,0.0,1.0,15,27
767,AS,8S,,,,,1.0,1.0,1.0,0.0,12,11
768,AS,8S,3D,,,,1.0,1.0,1.0,0.0,17,11
769,AS,8S,3D,5C,,,1.0,1.0,1.0,0.0,21,11
770,6D,5S,,,,,1.0,1.0,1.0,0.0,21,11
771,6C,10C,,,,,1.0,0.0,0.0,1.0,22,20
772,3C,QC,,,,,1.0,0.0,0.0,1.0,22,16
773,8H,6C,,,,,0.0,1.0,0.0,1.0,14,9
774,JS,6H,,,,,0.0,1.0,0.0,1.0,16,22
775,2H,7D,,,,,0.0,1.0,0.0,1.0,9,7
776,KD,6D,,,,,0.0,0.0,1.0,1.0,16,19
777,JH,10S,,,,,0.0,1.0,0.0,1.0,20,26
778,10S,5H,,,,,0.0,1.0,0.0,1.0,15,14
779,7H,JC,,,,,0.0,0.0,1.0,1.0,17,19
780,6H,AS,,,,,0.0,1.0,0.0,1.0,17,13
781,QC,JD,,,,,0.0,1.0,0.0,1.0,20,7
782,4D,7H,,,,,1.0,1.0,1.0,0.0,16,11
783,4D,7H,5S,,,,0.0,1.0,0.0,1.0,16,11
784,6D,9H,,,,,0.0,0.0,1.0,1.0,15,20
785,4C,8S,,,,,0.0,0.0,1.0,1.0,12,17
786,JH,7H,,,,,1.0,0.0,0.0,1.0,25,10
787,10S,JD,,,,,0.0,1.0,0.0,1.0,20,12
788,5C,AH,,,,,0.0,0.0,1.0,1.0,16,15
789,3C,10H,,,,,1.0,1.0,1.0,0.0,14,11
790,3C,10H,AD,,,,0.0,1.0,0.0,1.0,14,21
791,AS,8S,,,,,1.0,1.0,1.0,0.0,19,17
792,AS,8S,10C,,,,1.0,0.0,0.0,1.0,29,17
793,AS,2H,,,,,1.0,1.0,1.0,0.0,9,12
794,AS,2H,6D,,,,1.0,1.0,1.0,0.0,11,12
795,3D,7D,,,,,0.0,1.0,0.0,1.0,10,10
796,QS,JH,,,,,1.0,0.0,0.0,1.0,22,12
797,8C,QS,,,,,0.0,1.0,0.0,1.0,18,14
798,7C,JS,,,,,1.0,0.0,0.0,1.0,23,10
799,10C,6D,,,,,0.0,1.0,0.0,1.0,16,13
800,JD,3D,,,,,0.0,1.0,0.0,1.0,13,12
801,JH,5D,,,,,1.0,0.0,0.0,1.0,25,16
802,9S,JH,,,,,1.0,0.0,0.0,1.0,26,18
803,QS,4D,,,,,1.0,0.0,0.0,1.0,22,13
804,3H,8C,,,,,0.0,0.0,1.0,1.0,11,21
805,JS,2D,,,,,1.0,1.0,1.0,0.0,21,17
806,JC,QD,,,,,0.0,0.0,1.0,1.0,20,21
807,2S,7H,,,,,1.0,1.0,1.0,0.0,12,20
808,2S,7H,3S,,,,1.0,1.0,1.0,0.0,16,20
809,2S,7H,3S,4S,,,1.0,1.0,1.0,0.0,20,20
810,2S,7H,3S,4S,4D,,0.0,1.0,0.0,1.0,20,20
811,10H,10S,,,,,1.0,0.0,0.0,1.0,30,16
812,2C,6D,,,,,0.0,0.0,1.0,1.0,8,13
813,QS,KH,,,,,1.0,0.0,0.0,1.0,30,7
814,9H,5H,,,,,0.0,1.0,0.0,1.0,14,13
815,6C,3D,,,,,1.0,1.0,1.0,0.0,18,14
816,6C,3D,9H,,,,0.0,1.0,0.0,1.0,18,14
817,2H,KC,,,,,1.0,1.0,1.0,0.0,21,11
818,5C,8H,,,,,1.0,0.0,0.0,1.0,23,15
819,2S,10S,,,,,1.0,0.0,0.0,1.0,22,12
820,2S,8H,,,,,0.0,1.0,0.0,1.0,10,30
821,6C,8D,,,,,0.0,0.0,1.0,1.0,14,19
822,AH,4C,,,,,1.0,1.0,1.0,0.0,15,18
823,AH,4C,QS,,,,1.0,0.0,0.0,1.0,23,18
824,4H,QC,,,,,0.0,0.0,1.0,1.0,14,16
825,2D,2S,,,,,1.0,1.0,1.0,0.0,10,11
826,2D,2S,6S,,,,0.0,1.0,0.0,1.0,10,22
827,7D,JD,,,,,1.0,0.0,0.0,1.0,25,14
828,AD,2D,,,,,1.0,1.0,1.0,0.0,5,19
829,AD,2D,2S,,,,1.0,1.0,1.0,0.0,8,19
830,AD,2D,2S,3D,,,0.0,0.0,1.0,1.0,18,19
831,10H,7S,,,,,1.0,0.0,0.0,1.0,23,18
832,10S,6S,,,,,1.0,0.0,0.0,1.0,26,18
833,9C,QC,,,,,0.0,1.0,0.0,1.0,19,24
834,2S,4C,,,,,1.0,1.0,1.0,0.0,15,15
835,2S,4C,9S,,,,0.0,1.0,0.0,1.0,15,15
836,10H,8D,,,,,0.0,1.0,0.0,1.0,18,29
837,4D,10D,,,,,1.0,0.0,0.0,1.0,24,16
838,AH,2H,,,,,0.0,1.0,0.0,1.0,13,29
839,8D,JC,,,,,1.0,0.0,0.0,1.0,28,12
840,9D,6H,,,,,1.0,1.0,1.0,0.0,20,20
841,9D,6H,5S,,,,1.0,0.0,0.0,1.0,25,20
842,4C,10C,,,,,1.0,0.0,0.0,1.0,24,21
843,9D,JH,,,,,1.0,0.0,0.0,1.0,24,6
844,4H,8D,,,,,0.0,0.0,1.0,1.0,12,18
845,6C,QS,,,,,1.0,0.0,0.0,1.0,22,12
846,KS,5D,,,,,1.0,0.0,0.0,1.0,24,20
847,2C,5D,,,,,0.0,0.0,1.0,1.0,7,17
848,6C,QS,,,,,0.0,0.0,1.0,1.0,16,20
849,KH,7C,,,,,0.0,0.0,1.0,1.0,17,18
850,8D,3H,,,,,0.0,0.0,1.0,1.0,11,19
851,2S,5H,,,,,0.0,1.0,0.0,1.0,7,22
852,9D,7H,,,,,0.0,1.0,0.0,1.0,16,28
853,5D,2H,,,,,1.0,1.0,1.0,0.0,13,9
854,5D,2H,6H,,,,0.0,0.0,1.0,1.0,13,19
