,Card0,Card1,Card2,Card3,Card4,Card5,H/S,W/L,Answer,Final,P_Score,D_Score
425,5S,7S,AC,,,,0.0,0.0,1.0,1.0,13,17
426,3D,6S,,,,,1.0,1.0,1.0,0.0,19,17
427,3D,6S,KD,,,,1.0,0.0,0.0,1.0,29,17
428,QC,KC,,,,,0.0,0.0,1.0,1.0,20,21
429,7C,KC,,,,,0.0,0.0,1.0,1.0,17,20
430,KH,10C,,,,,0.0,1.0,0.0,1.0,20,25
431,7H,AD,,,,,0.0,1.0,0.0,1.0,18,26
432,AD,6H,,,,,1.0,1.0,1.0,0.0,9,12
433,AD,6H,2H,,,,0.0,1.0,0.0,1.0,19,22
434,AD,6C,,,,,1.0,1.0,1.0,0.0,14,12
435,AD,6C,7C,,,,1.0,1.0,1.0,0.0,15,12
436,AD,6C,7C,AC,,,0.0,1.0,0.0,1.0,15,24
437,QC,10H,,,,,1.0,0.0,0.0,1.0,30,17
438,10H,10D,,,,,0.0,1.0,0.0,1.0,20,22
439,2C,KC,,,,,0.0,0.0,1.0,1.0,12,17
440,4C,JC,,,,,1.0,1.0,1.0,0.0,18,16
441,4C,JC,4D,,,,0.0,1.0,0.0,1.0,18,26
442,10C,6C,,,,,0.0,1.0,0.0,1.0,16,26
443,3H,KS,,,,,0.0,0.0,1.0,1.0,13,17
444,6C,2D,,,,,0.0,0.0,1.0,1.0,8,10
445,4D,5H,,,,,1.0,1.0,1.0,0.0,16,17
446,4D,5H,7S,,,,0.0,0.0,1.0,1.0,16,17
447,3D,8C,,,,,0.0,0.0,1.0,1.0,11,12
448,5D,9D,,,,,1.0,1.0,1.0,0.0,16,16
449,5D,9D,2S,,,,0.0,0.0,1.0,1.0,16,21
450,10H,KD,,,,,1.0,0.0,0.0,1.0,30,18
451,KH,10H,,,,,0.0,1.0,0.0,1.0,20,25
452,10H,8D,,,,,1.0,0.0,0.0,1.0,28,12
453,KC,3D,,,,,0.0,0.0,1.0,1.0,13,14
454,8S,2H,,,,,0.0,0.0,1.0,1.0,10,20
455,7C,JD,,,,,1.0,0.0,0.0,1.0,26,13
456,JD,10C,,,,,1.0,0.0,0.0,1.0,28,11
457,QH,JH,,,,,1.0,0.0,0.0,1.0,30,13
458,2H,10S,,,,,0.0,0.0,1.0,1.0,12,20
459,5S,8H,,,,,1.0,1.0,1.0,0.0,20,12
460,5S,8H,7C,,,,1.0,1.0,1.0,0.0,21,12
461,JH,4C,,,,,0.0,0.0,1.0,1.0,14,20
462,3S,JC,,,,,0.0,0.0,1.0,1.0,13,18
463,2C,7C,,,,,0.0,0.0,1.0,1.0,9,16
464,7S,9C,,,,,1.0,1.0,1.0,0.0,18,13
465,7S,9C,2H,,,,1.0,0.0,0.0,1.0,28,13
466,KS,JC,,,,,0.0,1.0,0.0,1.0,20,28
467,10D,4C,,,,,1.0,0.0,0.0,1.0,24,14
468,6S,4S,,,,,0.0,0.0,1.0,1.0,10,12
469,8D,2C,,,,,1.0,1.0,1.0,0.0,11,13
470,KC,2C,,,,,0.0,0.0,1.0,1.0,12,15
471,10C,6S,,,,,1.0,1.0,1.0,0.0,19,12
472,10C,6S,3H,,,,0.0,1.0,0.0,1.0,19,23
473,4H,JC,,,,,1.0,0.0,0.0,1.0,23,13
474,QS,6C,,,,,1.0,0.0,0.0,1.0,24,17
475,8C,JH,,,,,1.0,1.0,1.0,0.0,21,11
476,8D,3S,,,,,1.0,1.0,1.0,0.0,21,6
477,7C,4C,,,,,1.0,1.0,1.0,0.0,14,5
478,7C,4C,3C,,,,0.0,0.0,1.0,1.0,14,15
479,JS,7D,,,,,1.0,1.0,1.0,0.0,21,11
480,8S,KS,,,,,0.0,1.0,0.0,1.0,18,22
481,4D,KC,,,,,0.0,0.0,1.0,1.0,14,17
482,JD,6S,,,,,1.0,1.0,1.0,0.0,19,15
483,JD,6S,3H,,,,1.0,0.0,0.0,1.0,25,15
484,JD,6H,,,,,0.0,0.0,1.0,1.0,16,21
485,AC,3S,,,,,0.0,0.0,1.0,1.0,14,20
486,JS,10H,,,,,0.0,1.0,0.0,1.0,20,28
487,4C,3D,,,,,0.0,0.0,1.0,1.0,7,19
488,AD,4S,,,,,1.0,1.0,1.0,0.0,10,13
489,AD,4S,5S,,,,0.0,1.0,0.0,1.0,20,23
490,7D,2S,,,,,0.0,0.0,1.0,1.0,9,15
491,2D,2C,,,,,0.0,0.0,1.0,1.0,4,12
492,9S,7D,,,,,1.0,0.0,0.0,1.0,24,12
493,5S,10S,,,,,0.0,0.0,1.0,1.0,15,18
494,8C,9S,,,,,1.0,0.0,0.0,1.0,27,20
495,KS,JC,,,,,1.0,0.0,0.0,1.0,30,20
496,JH,3D,,,,,1.0,1.0,1.0,0.0,19,7
497,JH,3D,6D,,,,0.0,1.0,0.0,1.0,19,27
498,9D,7H,,,,,0.0,0.0,1.0,1.0,16,20
499,5C,3S,,,,,0.0,0.0,1.0,1.0,8,12
500,5H,2D,,,,,0.0,0.0,1.0,1.0,7,15
501,5S,10S,,,,,0.0,0.0,1.0,1.0,15,19
502,7S,4C,,,,,1.0,1.0,1.0,0.0,17,3
503,7S,4C,6D,,,,0.0,0.0,1.0,1.0,17,20
504,KD,6H,,,,,1.0,1.0,1.0,0.0,18,11
505,KD,6H,2H,,,,0.0,0.0,1.0,1.0,18,21
506,QD,3C,,,,,1.0,1.0,1.0,0.0,20,13
507,QD,3C,7S,,,,1.0,0.0,0.0,1.0,26,13
508,6C,5H,,,,,1.0,1.0,1.0,0.0,21,17
509,3S,2C,,,,,1.0,1.0,1.0,0.0,15,15
510,3S,2C,QC,,,,1.0,0.0,0.0,1.0,23,15
511,6S,10H,,,,,1.0,1.0,1.0,0.0,18,12
512,6S,10H,2S,,,,1.0,0.0,0.0,1.0,28,12
513,QS,3D,,,,,0.0,0.0,1.0,1.0,13,18
514,3D,7D,,,,,0.0,0.0,1.0,1.0,10,15
515,AC,2S,,,,,0.0,0.0,1.0,1.0,13,19
516,6D,10H,,,,,0.0,1.0,0.0,1.0,16,22
517,9H,KS,,,,,0.0,1.0,0.0,1.0,19,23
518,5D,7S,,,,,0.0,0.0,1.0,1.0,12,20
519,2C,QC,,,,,1.0,1.0,1.0,0.0,21,8
520,QC,3H,,,,,1.0,1.0,1.0,0.0,20,14
521,QC,3H,7H,,,,1.0,0.0,0.0,1.0,28,14
522,2S,10C,,,,,0.0,0.0,1.0,1.0,12,14
523,9S,3H,,,,,0.0,0.0,1.0,1.0,12,20
524,3S,QH,,,,,1.0,1.0,1.0,0.0,17,12
525,3S,QH,4C,,,,1.0,0.0,0.0,1.0,25,12
526,6H,4S,,,,,0.0,0.0,1.0,1.0,10,12
527,10D,8D,,,,,0.0,0.0,1.0,1.0,18,21
528,2C,5D,,,,,1.0,1.0,1.0,0.0,17,20
529,2C,5D,KD,,,,0.0,0.0,1.0,1.0,17,20
530,7S,QC,,,,,0.0,1.0,0.0,1.0,17,26
531,8H,AC,,,,,1.0,1.0,1.0,0.0,11,16
532,6S,8C,,,,,0.0,0.0,1.0,1.0,14,16
533,10S,9C,,,,,1.0,0.0,0.0,1.0,29,12
534,5H,QC,,,,,1.0,0.0,0.0,1.0,25,13
535,5H,10D,,,,,0.0,0.0,1.0,1.0,15,21
536,8C,6C,,,,,0.0,0.0,1.0,1.0,14,20
537,QH,10C,,,,,1.0,0.0,0.0,1.0,24,21
538,5H,KH,,,,,1.0,1.0,1.0,0.0,19,19
539,5H,KH,4H,,,,0.0,0.0,1.0,1.0,19,21
540,7S,QD,,,,,1.0,1.0,1.0,0.0,18,18
541,7S,QD,AS,,,,0.0,1.0,0.0,1.0,18,23
542,JC,6C,,,,,0.0,0.0,1.0,1.0,16,21
543,7H,7D,,,,,0.0,0.0,1.0,1.0,14,21
544,KD,6C,,,,,1.0,0.0,0.0,1.0,24,19
545,JC,9C,,,,,0.0,0.0,1.0,1.0,19,21
546,QH,3H,,,,,0.0,0.0,1.0,1.0,13,14
547,3S,3C,,,,,0.0,0.0,1.0,1.0,6,21
548,9H,5C,,,,,1.0,1.0,1.0,0.0,19,15
549,9H,5C,5S,,,,1.0,0.0,0.0,1.0,26,15
550,6S,KS,,,,,0.0,0.0,1.0,1.0,16,17
551,4H,2H,,,,,0.0,0.0,1.0,1.0,6,21
552,2H,JC,,,,,0.0,0.0,1.0,1.0,12,15
553,5H,7C,,,,,1.0,0.0,0.0,1.0,22,19
554,4H,5S,,,,,0.0,0.0,1.0,1.0,9,16
555,10C,JC,,,,,1.0,0.0,0.0,1.0,26,8
556,KD,5D,,,,,0.0,0.0,1.0,1.0,15,20
557,3C,4S,,,,,1.0,1.0,1.0,0.0,9,13
558,3C,4S,2D,,,,1.0,1.0,1.0,0.0,19,13
559,3C,4S,2D,JS,,,0.0,1.0,0.0,1.0,19,23
560,10C,QS,,,,,1.0,0.0,0.0,1.0,22,12
561,KS,JS,,,,,1.0,0.0,0.0,1.0,26,18
562,2C,8H,,,,,0.0,0.0,1.0,1.0,10,20
563,QS,7D,,,,,1.0,0.0,0.0,1.0,27,14
564,AC,6C,,,,,0.0,0.0,1.0,1.0,17,19
565,2C,3C,,,,,1.0,1.0,1.0,0.0,10,12
566,2C,3C,5D,,,,1.0,1.0,1.0,0.0,15,12
567,2C,3C,5D,5C,,,1.0,1.0,1.0,0.0,16,12
568,2C,3C,5D,5C,AH,,1.0,0.0,0.0,1.0,24,12
569,4D,9C,,,,,0.0,0.0,1.0,1.0,13,20
570,2C,8C,,,,,1.0,1.0,1.0,0.0,20,16
571,2C,8C,QH,,,,0.0,0.0,1.0,1.0,20,21
572,KS,2C,,,,,1.0,1.0,1.0,0.0,18,14
573,KS,2C,6D,,,,0.0,1.0,0.0,1.0,18,24
574,AD,5D,,,,,0.0,0.0,1.0,1.0,16,20
575,8S,JH,,,,,1.0,0.0,0.0,1.0,24,12
576,4D,5H,,,,,0.0,0.0,1.0,1.0,9,12
577,QH,10D,,,,,1.0,0.0,0.0,1.0,22,13
578,5D,KD,,,,,1.0,1.0,1.0,0.0,20,16
579,5D,KD,5C,,,,0.0,1.0,0.0,1.0,20,25
580,2S,3C,,,,,0.0,0.0,1.0,1.0,5,10
581,6C,6D,,,,,1.0,1.0,1.0,0.0,15,10
582,6C,6D,3S,,,,0.0,0.0,1.0,1.0,15,21
583,QS,8S,,,,,1.0,0.0,0.0,1.0,28,15
584,JS,9D,,,,,0.0,0.0,1.0,1.0,19,21
585,6H,4S,,,,,0.0,0.0,1.0,1.0,10,20
586,JC,5C,,,,,1.0,0.0,0.0,1.0,25,4
587,JD,3H,,,,,1.0,0.0,0.0,1.0,23,19
588,4C,KH,,,,,0.0,0.0,1.0,1.0,14,18
589,9D,AS,,,,,0.0,1.0,0.0,1.0,20,23
590,9D,JD,,,,,1.0,0.0,0.0,1.0,29,16
591,5C,6S,,,,,1.0,1.0,1.0,0.0,17,10
592,5C,6S,6H,,,,0.0,0.0,1.0,1.0,17,20
593,3D,7D,,,,,1.0,1.0,1.0,0.0,14,20
594,3D,7D,4C,,,,0.0,0.0,1.0,1.0,14,20
595,7H,2H,,,,,0.0,0.0,1.0,1.0,9,14
596,3C,9H,,,,,1.0,0.0,0.0,1.0,22,15
597,JC,9D,,,,,1.0,0.0,0.0,1.0,25,17
598,8C,10H,,,,,0.0,1.0,0.0,1.0,18,23
599,8S,4D,,,,,1.0,1.0,1.0,0.0,14,15
600,8S,4D,2D,,,,1.0,1.0,1.0,0.0,16,15
601,8S,4D,2D,2H,,,0.0,1.0,0.0,1.0,16,25
602,2C,7C,,,,,1.0,1.0,1.0,0.0,15,13
603,2C,7C,6H,,,,0.0,0.0,1.0,1.0,15,18
604,9S,10D,,,,,1.0,1.0,1.0,0.0,20,11
605,9S,10D,AS,,,,1.0,0.0,0.0,1.0,28,11
606,4H,10H,,,,,1.0,1.0,1.0,0.0,19,5
607,4H,10H,5H,,,,1.0,0.0,0.0,1.0,22,15
608,6D,2D,,,,,0.0,0.0,1.0,1.0,8,16
609,KH,8D,,,,,1.0,1.0,1.0,0.0,20,13
610,KH,8D,2D,,,,1.0,0.0,0.0,1.0,30,13
611,9D,10H,,,,,0.0,0.0,1.0,1.0,19,20
612,3C,2H,,,,,0.0,0.0,1.0,1.0,5,15
613,10H,7C,,,,,0.0,0.0,1.0,1.0,17,18
614,AS,3D,,,,,0.0,0.0,1.0,1.0,14,15
615,3S,6S,,,,,0.0,0.0,1.0,1.0,9,20
616,QD,QC,,,,,1.0,0.0,0.0,1.0,29,12
617,5H,4C,,,,,1.0,1.0,1.0,0.0,18,10
618,5H,4C,9H,,,,1.0,0.0,0.0,1.0,23,10
619,9C,10C,,,,,1.0,0.0,0.0,1.0,27,15
620,5S,8C,,,,,1.0,0.0,0.0,1.0,23,20
621,7H,2S,,,,,0.0,0.0,1.0,1.0,9,10
622,2H,9D,,,,,1.0,1.0,1.0,0.0,12,17
623,2H,9D,AC,,,,1.0,0.0,0.0,1.0,22,17
624,KD,JS,,,,,0.0,1.0,0.0,1.0,20,22
625,2H,QS,,,,,0.0,0.0,1.0,1.0,12,16
626,QS,QH,,,,,1.0,0.0,0.0,1.0,30,16
627,KH,8H,,,,,0.0,1.0,0.0,1.0,18,23
628,QS,10S,,,,,1.0,0.0,0.0,1.0,23,19
629,KS,7C,,,,,0.0,1.0,0.0,1.0,17,25
630,2S,6S,,,,,1.0,1.0,1.0,0.0,13,6
631,2S,6S,5S,,,,1.0,1.0,1.0,0.0,14,6
632,2S,6S,5S,AD,,,1.0,0.0,0.0,1.0,24,6
633,9H,5C,,,,,0.0,1.0,0.0,1.0,14,23
634,9C,6D,,,,,1.0,1.0,1.0,0.0,21,17
635,AC,3C,,,,,1.0,1.0,1.0,0.0,9,17
636,AC,3C,5D,,,,0.0,1.0,0.0,1.0,19,26
637,2D,AD,,,,,1.0,1.0,1.0,0.0,9,6
638,2D,AD,6S,,,,0.0,1.0,0.0,1.0,19,23
639,3S,8S,,,,,0.0,0.0,1.0,1.0,11,16
640,4S,9S,,,,,1.0,1.0,1.0,0.0,16,12
641,4S,9S,3D,,,,1.0,0.0,0.0,1.0,26,12
642,4C,5S,,,,,0.0,0.0,1.0,1.0,9,18
643,8H,7S,,,,,1.0,0.0,0.0,1.0,25,6
644,JH,4H,,,,,0.0,0.0,1.0,1.0,14,21
645,2H,7S,,,,,1.0,1.0,1.0,0.0,18,14
646,2H,7S,9D,,,,1.0,0.0,0.0,1.0,26,14
647,5S,JH,,,,,1.0,1.0,1.0,0.0,17,17
648,5S,JH,2C,,,,1.0,1.0,1.0,0.0,20,17
649,5S,JH,2C,3C,,,0.0,1.0,0.0,1.0,20,26
650,5H,KS,,,,,0.0,0.0,1.0,1.0,15,18
651,5H,9C,,,,,0.0,0.0,1.0,1.0,14,21
652,KH,2D,,,,,1.0,1.0,1.0,0.0,21,12
653,9H,6C,,,,,0.0,0.0,1.0,1.0,15,17
654,AD,8S,,,,,0.0,1.0,0.0,1.0,19,22
655,8S,AD,,,,,0.0,1.0,0.0,1.0,19,27
656,7D,10C,,,,,1.0,0.0,0.0,1.0,27,17
657,2H,6D,,,,,0.0,0.0,1.0,1.0,8,17
658,9C,KS,,,,,1.0,0.0,0.0,1.0,25,13
659,QH,3H,,,,,0.0,0.0,1.0,1.0,13,20
660,9H,3H,,,,,0.0,0.0,1.0,1.0,12,17
661,KS,KH,,,,,0.0,1.0,0.0,1.0,20,23
662,10S,7S,,,,,1.0,1.0,1.0,0.0,19,4
663,10S,7S,2C,,,,1.0,0.0,0.0,1.0,25,14
664,2H,3C,,,,,1.0,1.0,1.0,0.0,10,17
665,2H,3C,5H,,,,0.0,0.0,1.0,1.0,10,17
666,QS,5C,,,,,0.0,0.0,1.0,1.0,15,19
667,10S,KH,,,,,0.0,1.0,0.0,1.0,20,22
668,KC,8H,,,,,0.0,0.0,1.0,1.0,18,20
669,KD,9D,,,,,0.0,1.0,0.0,1.0,19,23
670,5S,AC,,,,,1.0,1.0,1.0,0.0,16,13
671,5S,AC,JH,,,,1.0,0.0,0.0,1.0,23,13
672,10H,QS,,,,,1.0,0.0,0.0,1.0,26,13
673,8D,8H,,,,,1.0,0.0,0.0,1.0,26,10
674,KD,2C,,,,,0.0,0.0,1.0,1.0,12,18
675,10H,QS,,,,,0.0,1.0,0.0,1.0,20,23
676,QC,6D,,,,,0.0,1.0,0.0,1.0,16,23
677,7H,3D,,,,,1.0,1.0,1.0,0.0,16,14
678,7H,3D,6D,,,,1.0,0.0,0.0,1.0,26,14
679,KD,6C,,,,,1.0,0.0,0.0,1.0,26,14
680,JC,8C,,,,,0.0,1.0,0.0,1.0,18,25
681,9S,3C,,,,,0.0,0.0,1.0,1.0,12,15
682,6C,6H,,,,,0.0,0.0,1.0,1.0,12,17
683,KH,10S,,,,,0.0,0.0,1.0,1.0,20,21
684,KH,2H,,,,,0.0,0.0,1.0,1.0,12,15
685,10S,5H,,,,,0.0,0.0,1.0,1.0,15,16
686,KD,8D,,,,,1.0,0.0,0.0,1.0,28,6
687,9D,8H,,,,,0.0,0.0,1.0,1.0,17,18
688,2H,8D,,,,,0.0,0.0,1.0,1.0,10,12
689,7D,JS,,,,,1.0,0.0,0.0,1.0,26,16
690,5D,3S,,,,,0.0,0.0,1.0,1.0,8,13
691,3D,QS,,,,,0.0,0.0,1.0,1.0,13,16
692,JD,KS,,,,,1.0,0.0,0.0,1.0,24,9
693,AH,3S,,,,,0.0,1.0,0.0,1.0,14,24
694,3C,2H,,,,,1.0,1.0,1.0,0.0,15,4
695,3C,2H,QH,,,,1.0,0.0,0.0,1.0,25,14
696,2C,8D,,,,,0.0,0.0,1.0,1.0,10,20
697,7H,KH,,,,,0.0,0.0,1.0,1.0,17,19
698,8C,QD,,,,,1.0,0.0,0.0,1.0,28,15
699,9S,10C,,,,,0.0,0.0,1.0,1.0,19,20
700,9S,QH,,,,,1.0,0.0,0.0,1.0,24,11
701,8H,5D,,,,,0.0,0.0,1.0,1.0,13,19
702,KC,7D,,,,,1.0,1.0,1.0,0.0,19,11
703,KC,7D,2D,,,,1.0,0.0,0.0,1.0,29,21
704,3S,QD,,,,,1.0,1.0,1.0,0.0,20,9
705,3S,QD,7C,,,,1.0,1.0,1.0,0.0,21,9
706,4C,AS,,,,,1.0,1.0,1.0,0.0,9,18
707,4C,AS,4D,,,,1.0,1.0,1.0,0.0,19,18
708,4C,AS,4D,10C,,,0.0,1.0,0.0,1.0,19,23
709,10D,3D,,,,,0.0,0.0,1.0,1.0,13,14
710,4H,JC,,,,,0.0,0.0,1.0,1.0,14,21
711,3D,5C,,,,,0.0,0.0,1.0,1.0,8,16
712,5C,QH,,,,,1.0,1.0,1.0,0.0,21,15
713,6S,7S,,,,,0.0,0.0,1.0,1.0,13,20
714,4S,QH,,,,,1.0,1.0,1.0,0.0,15,19
715,4S,QH,AH,,,,0.0,0.0,1.0,1.0,15,19
716,KC,2S,,,,,1.0,1.0,1.0,0.0,20,8
717,KC,2S,8D,,,,1.0,0.0,0.0,1.0,26,8
718,QS,10S,,,,,0.0,1.0,0.0,1.0,20,25
719,8D,5S,,,,,1.0,0.0,0.0,1.0,22,17
720,2D,7D,,,,,0.0,0.0,1.0,1.0,9,18
721,4H,2D,,,,,1.0,1.0,1.0,0.0,8,15
722,4H,2D,2C,,,,1.0,1.0,1.0,0.0,13,15
723,4H,2D,2C,5H,,,0.0,0.0,1.0,1.0,13,15
724,3C,5H,,,,,0.0,0.0,1.0,1.0,8,17
725,JS,4S,,,,,0.0,0.0,1.0,1.0,14,21
726,2H,8C,,,,,1.0,1.0,1.0,0.0,20,7
727,2H,8C,KD,,,,0.0,1.0,0.0,1.0,20,26
728,9H,8S,,,,,0.0,1.0,0.0,1.0,17,26
729,JC,7S,,,,,0.0,0.0,1.0,1.0,17,18
730,8S,6S,,,,,1.0,1.0,1.0,0.0,17,15
731,8S,6S,3D,,,,1.0,0.0,0.0,1.0,24,15
732,7D,8C,,,,,1.0,0.0,0.0,1.0,25,4
733,8C,7H,,,,,0.0,0.0,1.0,1.0,15,21
734,JH,JC,,,,,1.0,0.0,0.0,1.0,27,13
735,3D,4H,,,,,1.0,1.0,1.0,0.0,8,11
736,3D,4H,AD,,,,1.0,1.0,1.0,0.0,10,11
737,3D,4H,AD,2C,,,1.0,1.0,1.0,0.0,14,11
738,3D,4H,AD,2C,4D,,0.0,0.0,1.0,1.0,14,21
739,QD,5S,,,,,0.0,0.0,1.0,1.0,15,19
740,AC,4S,,,,,1.0,1.0,1.0,0.0,8,11
741,AC,4S,3S,,,,0.0,0.0,1.0,1.0,18,21
742,3D,10H,,,,,1.0,1.0,1.0,0.0,16,10
743,3D,10H,3S,,,,1.0,0.0,0.0,1.0,26,10
744,8S,KD,,,,,0.0,1.0,0.0,1.0,18,25
745,QD,10D,,,,,1.0,0.0,0.0,1.0,30,16
746,8D,9S,,,,,0.0,0.0,1.0,1.0,17,21
747,2D,JH,,,,,0.0,0.0,1.0,1.0,12,19
748,9D,QS,,,,,0.0,0.0,1.0,1.0,19,21
749,8C,6S,,,,,0.0,0.0,1.0,1.0,14,19
750,3H,AD,,,,,0.0,0.0,1.0,1.0,14,19
751,7S,5C,,,,,0.0,0.0,1.0,1.0,12,20
752,JC,3S,,,,,0.0,0.0,1.0,1.0,13,16
753,6C,JH,,,,,0.0,0.0,1.0,1.0,16,17
754,QS,6S,,,,,0.0,0.0,1.0,1.0,16,18
755,5S,5C,,,,,0.0,0.0,1.0,1.0,10,13
756,10H,QS,,,,,1.0,0.0,0.0,1.0,28,20
757,9C,AD,,,,,0.0,1.0,0.0,1.0,20,24
758,KS,6H,,,,,1.0,0.0,0.0,1.0,26,20
759,10H,2S,,,,,0.0,0.0,1.0,1.0,12,19
760,8D,6C,,,,,0.0,1.0,0.0,1.0,14,22
761,KH,3H,,,,,1.0,0.0,0.0,1.0,23,18
762,5H,9C,,,,,1.0,0.0,0.0,1.0,24,20
763,10D,7S,,,,,1.0,1.0,1.0,0.0,19,11
764,10D,7S,2C,,,,0.0,0.0,1.0,1.0,19,21
765,QH,JC,,,,,1.0,0.0,0.0,1.0,24,5
766,3D,8C,,,,,0.0,0.0,1.0,1.0,11,17
767,KC,8C,,,,,0.0,1.0,0.0,1.0,18,27
768,8S,2S,,,,,0.0,0.0,1.0,1.0,10,15
769,3S,4D,,,,,1.0,1.0,1.0,0.0,9,16
770,3S,4D,2D,,,,0.0,0.0,1.0,1.0,9,16
771,6C,2H,,,,,1.0,1.0,1.0,0.0,9,16
772,6C,2H,AS,,,,1.0,1.0,1.0,0.0,19,16
773,6C,2H,AS,KH,,,1.0,0.0,0.0,1.0,29,16
774,2D,5D,,,,,1.0,1.0,1.0,0.0,10,14
775,2D,5D,3C,,,,0.0,0.0,1.0,1.0,10,14
776,10C,9S,,,,,0.0,1.0,0.0,1.0,19,25
777,3H,5H,,,,,0.0,0.0,1.0,1.0,8,17
778,5C,2C,,,,,0.0,0.0,1.0,1.0,7,20
779,6D,6S,,,,,1.0,1.0,1.0,0.0,21,11
780,2H,3C,,,,,1.0,1.0,1.0,0.0,15,16
781,2H,3C,QD,,,,1.0,1.0,1.0,0.0,16,16
782,2H,3C,QD,AH,,,0.0,1.0,0.0,1.0,16,26
783,QC,6C,,,,,0.0,0.0,1.0,1.0,16,21
784,JS,4D,,,,,0.0,0.0,1.0,1.0,14,18
785,3C,6C,,,,,0.0,0.0,1.0,1.0,9,15
786,3H,8C,,,,,0.0,0.0,1.0,1.0,11,15
787,9D,JH,,,,,0.0,0.0,1.0,1.0,19,20
788,QH,2H,,,,,1.0,1.0,1.0,0.0,19,20
789,QH,2H,7S,,,,1.0,0.0,0.0,1.0,23,20
790,4D,KD,,,,,1.0,1.0,1.0,0.0,17,3
791,4D,KD,3D,,,,1.0,1.0,1.0,0.0,19,3
792,4D,KD,3D,2H,,,1.0,0.0,0.0,1.0,25,13
793,6D,QD,,,,,0.0,0.0,1.0,1.0,16,19
794,3D,3H,,,,,1.0,1.0,1.0,0.0,12,20
795,3D,3H,6D,,,,1.0,1.0,1.0,0.0,16,20
796,3D,3H,6D,4S,,,1.0,1.0,1.0,0.0,18,20
797,3D,3H,6D,4S,2S,,0.0,0.0,1.0,1.0,18,20
798,JS,6S,,,,,1.0,0.0,0.0,1.0,23,9
799,5D,KC,,,,,1.0,1.0,1.0,0.0,20,15
800,5D,KC,5H,,,,0.0,0.0,1.0,1.0,20,21
801,6H,AH,,,,,1.0,1.0,1.0,0.0,16,11
802,6H,AH,9C,,,,1.0,0.0,0.0,1.0,24,11
803,9H,2D,,,,,0.0,0.0,1.0,1.0,11,12
804,JC,2S,,,,,1.0,0.0,0.0,1.0,22,19
805,7D,6H,,,,,0.0,0.0,1.0,1.0,13,16
806,7H,9D,,,,,0.0,0.0,1.0,1.0,16,18
807,10H,10D,,,,,0.0,1.0,0.0,1.0,20,26
808,3S,JC,,,,,1.0,0.0,0.0,1.0,23,6
809,5H,QC,,,,,1.0,1.0,1.0,0.0,16,17
810,5H,QC,AD,,,,1.0,0.0,0.0,1.0,26,17
811,9C,8C,,,,,1.0,1.0,1.0,0.0,20,9
812,9C,8C,3C,,,,1.0,0.0,0.0,1.0,22,9
813,7H,QD,,,,,1.0,1.0,1.0,0.0,20,14
814,7H,QD,3S,,,,1.0,0.0,0.0,1.0,30,14
815,5S,AD,,,,,0.0,0.0,1.0,1.0,16,17
816,10D,6C,,,,,0.0,0.0,1.0,1.0,16,19
817,6D,10C,,,,,1.0,0.0,0.0,1.0,23,12
818,5C,10S,,,,,1.0,1.0,1.0,0.0,16,19
819,5C,10S,AD,,,,1.0,0.0,0.0,1.0,24,19
820,9H,9D,,,,,0.0,0.0,1.0,1.0,18,19
821,6D,8S,,,,,1.0,0.0,0.0,1.0,24,18
822,7D,QD,,,,,1.0,1.0,1.0,0.0,20,6
823,7D,QD,3S,,,,0.0,1.0,0.0,1.0,20,24
824,8C,3C,,,,,1.0,1.0,1.0,0.0,12,17
825,8C,3C,AC,,,,1.0,1.0,1.0,0.0,15,17
826,8C,3C,AC,3D,,,1.0,1.0,1.0,0.0,18,17
827,8C,3C,AC,3D,3H,,0.0,1.0,0.0,1.0,18,27
828,JD,QS,,,,,0.0,1.0,0.0,1.0,20,24
829,2D,10H,,,,,0.0,0.0,1.0,1.0,12,13
830,6H,10C,,,,,1.0,0.0,0.0,1.0,26,9
831,8C,JD,,,,,0.0,1.0,0.0,1.0,18,25
832,AS,3D,,,,,0.0,1.0,0.0,1.0,14,24
833,10H,4S,,,,,1.0,0.0,0.0,1.0,24,18
834,9D,QC,,,,,1.0,0.0,0.0,1.0,26,15
835,JC,2C,,,,,1.0,1.0,1.0,0.0,15,11
836,JC,2C,3H,,,,1.0,1.0,1.0,0.0,20,11
837,JC,2C,3H,5D,,,1.0,0.0,0.0,1.0,24,11
838,10S,5C,,,,,0.0,0.0,1.0,1.0,15,16
839,6H,JS,,,,,1.0,0.0,0.0,1.0,24,17
840,QD,6S,,,,,1.0,1.0,1.0,0.0,20,11
841,QD,6S,4H,,,,0.0,0.0,1.0,1.0,20,21
842,7D,10D,,,,,0.0,1.0,0.0,1.0,17,25
843,8D,10C,,,,,1.0,0.0,0.0,1.0,28,18
844,9D,5H,,,,,0.0,0.0,1.0,1.0,14,17
845,KS,QC,,,,,1.0,0.0,0.0,1.0,30,19
846,AC,6D,,,,,0.0,1.0,0.0,1.0,17,25
847,9H,KH,,,,,0.0,0.0,1.0,1.0,19,21
848,10D,KC,,,,,1.0,0.0,0.0,1.0,30,14
849,AS,2H,,,,,1.0,1.0,1.0,0.0,11,16
850,4D,5S,,,,,1.0,1.0,1.0,0.0,16,11
851,4D,5S,7H,,,,1.0,0.0,0.0,1.0,26,11
852,5S,6H,,,,,0.0,0.0,1.0,1.0,11,15
